POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Sebastian Vettel,Red Bull Racing Renault,53,1:20:46.172,25
2,4,Jenson Button,McLaren Mercedes,53,+9.590s,18
3,5,Fernando Alonso,Ferrari,53,+16.909s,15
4,3,Lewis Hamilton,McLaren Mercedes,53,+17.417s,12
5,7,Michael Schumacher,Mercedes,53,+32.677s,10
6,6,Felipe Massa,Ferrari,53,+42.993s,8
7,19,Jaime Alguersuari,STR Ferrari,52,+1 lap,6
8,15,Paul di Resta,Force India Mercedes,52,+1 lap,4
9,9,Bruno Senna,Renault,52,+1 lap,2
10,18,Sebastien Buemi,STR Ferrari,52,+1 lap,1
11,12,Pastor Maldonado,Williams Cosworth,52,+1 lap,0
12,11,Rubens Barrichello,Williams Cosworth,52,+1 lap,0
13,20,Heikki Kovalainen,Lotus Renault,51,+2 laps,0
14,21,Jarno Trulli,Lotus Renault,51,+2 laps,0
15,24,Timo Glock,Virgin Cosworth,51,+2 laps,0
NC,22,Daniel Ricciardo,HRT Cosworth,39,+14 laps,0
NC,17,Sergio Perez,Sauber Ferrari,32,DNF,0
NC,16,Kamui Kobayashi,Sauber Ferrari,21,DNF,0
NC,14,Adrian Sutil,Force India Mercedes,9,DNF,0
NC,2,Mark Webber,Red Bull Racing Renault,4,DNF,0
NC,25,Jerome d'Ambrosio,Virgin Cosworth,1,DNF,0
NC,10,Vitaly Petrov,Renault,0,DNF,0
NC,8,Nico Rosberg,Mercedes,0,DNF,0
NC,23,Vitantonio Liuzzi,HRT Cosworth,0,DNF,0
