POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Lewis Hamilton,McLaren Mercedes,55,1:37:11.886,25
2,5,Fernando Alonso,Ferrari,55,+8.457s,18
3,4,Jenson Button,McLaren Mercedes,55,+25.881s,15
4,2,Mark Webber,Red Bull Racing Renault,55,+35.784s,12
5,6,Felipe Massa,Ferrari,55,+50.578s,10
6,8,Nico Rosberg,Mercedes,55,+52.317s,8
7,7,Michael Schumacher,Mercedes,55,+75.964s,6
8,14,Adrian Sutil,Force India Mercedes,55,+77.122s,4
9,15,Paul di Resta,Force India Mercedes,55,+101.087s,2
10,16,Kamui Kobayashi,Sauber Ferrari,54,+1 lap,1
11,17,Sergio Perez,Sauber Ferrari,54,+1 lap,0
12,11,Rubens Barrichello,Williams Cosworth,54,+1 lap,0
13,10,Vitaly Petrov,Renault,54,+1 lap,0
14,12,Pastor Maldonado,Williams Cosworth,54,+1 lap,0
15,19,Jaime Alguersuari,STR Ferrari,54,+1 lap,0
16,9,Bruno Senna,Renault,54,+1 lap,0
17,20,Heikki Kovalainen,Lotus Renault,54,+1 lap,0
18,21,Jarno Trulli,Lotus Renault,53,+2 laps,0
19,24,Timo Glock,Virgin Cosworth,53,+2 laps,0
20,23,Vitantonio Liuzzi,HRT Cosworth,53,+2 laps,0
NC,22,Daniel Ricciardo,HRT Cosworth,48,DNF,0
NC,18,Sebastien Buemi,STR Ferrari,19,DNF,0
NC,25,Jerome d'Ambrosio,Virgin Cosworth,18,DNF,0
NC,1,Sebastian Vettel,Red Bull Racing Renault,1,DNF,0
