POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Fernando Alonso,Ferrari,52,1:28:41.196,25
2,1,Sebastian Vettel,Red Bull Racing Renault,52,+16.511s,18
3,2,Mark Webber,Red Bull Racing Renault,52,+16.947s,15
4,3,Lewis Hamilton,McLaren Mercedes,52,+28.986s,12
5,6,Felipe Massa,Ferrari,52,+29.010s,10
6,8,Nico Rosberg,Mercedes,52,+60.665s,8
7,17,Sergio Perez,Sauber Ferrari,52,+65.590s,6
8,9,Nick Heidfeld,Renault,52,+75.542s,4
9,7,Michael Schumacher,Mercedes,52,+77.912s,2
10,19,Jaime Alguersuari,STR Ferrari,52,+79.108s,1
11,14,Adrian Sutil,Force India Mercedes,52,+79.712s,0
12,10,Vitaly Petrov,Renault,52,+80.681s,0
13,11,Rubens Barrichello,Williams Cosworth,51,+1 lap,0
14,12,Pastor Maldonado,Williams Cosworth,51,+1 lap,0
15,15,Paul di Resta,Force India Mercedes,51,+1 lap,0
16,24,Timo Glock,Virgin Cosworth,50,+2 laps,0
17,25,Jerome d'Ambrosio,Virgin Cosworth,50,+2 laps,0
18,23,Vitantonio Liuzzi,HRT Cosworth,50,+2 laps,0
19,22,Daniel Ricciardo,HRT Cosworth,49,+3 laps,0
NC,4,Jenson Button,McLaren Mercedes,39,DNF,0
NC,18,Sebastien Buemi,STR Ferrari,25,DNF,0
NC,16,Kamui Kobayashi,Sauber Ferrari,23,DNF,0
NC,21,Jarno Trulli,Lotus Renault,10,DNF,0
NC,20,Heikki Kovalainen,Lotus Renault,2,DNF,0
