POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Jenson Button,McLaren Mercedes,70,4:04:39.537,25
2,1,Sebastian Vettel,Red Bull Racing Renault,70,+2.709s,18
3,2,Mark Webber,Red Bull Racing Renault,70,+13.828s,15
4,7,Michael Schumacher,Mercedes,70,+14.219s,12
5,10,Vitaly Petrov,Renault,70,+20.395s,10
6,6,Felipe Massa,Ferrari,70,+33.225s,8
7,16,Kamui Kobayashi,Sauber Ferrari,70,+33.270s,6
8,19,Jaime Alguersuari,STR Ferrari,70,+35.964s,4
9,11,Rubens Barrichello,Williams Cosworth,70,+45.117s,2
10,18,Sebastien Buemi,STR Ferrari,70,+47.056s,1
11,8,Nico Rosberg,Mercedes,70,+50.454s,0
12,17,Pedro de la Rosa,Sauber Ferrari,70,+63.607s,0
13,23,Vitantonio Liuzzi,HRT Cosworth,69,+1 lap,0
14,25,Jerome d'Ambrosio,Virgin Cosworth,69,+1 lap,0
15,24,Timo Glock,Virgin Cosworth,69,+1 lap,0
16,21,Jarno Trulli,Lotus Renault,69,+1 lap,0
17,22,Narain Karthikeyan,HRT Cosworth,69,+1 lap,0
18,15,Paul di Resta,Force India Mercedes,67,DNF,0
NC,12,Pastor Maldonado,Williams Cosworth,61,DNF,0
NC,9,Nick Heidfeld,Renault,55,DNF,0
NC,14,Adrian Sutil,Force India Mercedes,49,DNF,0
NC,5,Fernando Alonso,Ferrari,36,DNF,0
NC,20,Heikki Kovalainen,Lotus Renault,28,DNF,0
NC,3,Lewis Hamilton,McLaren Mercedes,7,DNF,0
