POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Lewis Hamilton,McLaren Mercedes,56,1:36:58.226,25
2,1,Sebastian Vettel,Red Bull Racing Renault,56,+5.198s,18
3,2,Mark Webber,Red Bull Racing Renault,56,+7.555s,15
4,4,Jenson Button,McLaren Mercedes,56,+10.000s,12
5,8,Nico Rosberg,Mercedes,56,+13.448s,10
6,6,Felipe Massa,Ferrari,56,+15.840s,8
7,5,Fernando Alonso,Ferrari,56,+30.622s,6
8,7,Michael Schumacher,Mercedes,56,+31.026s,4
9,10,Vitaly Petrov,Renault,56,+57.404s,2
10,16,Kamui Kobayashi,Sauber Ferrari,56,+63.273s,1
11,15,Paul di Resta,Force India Mercedes,56,+68.757s,0
12,9,Nick Heidfeld,Renault,56,+72.739s,0
13,11,Rubens Barrichello,Williams Cosworth,56,+90.189s,0
14,18,Sebastien Buemi,STR Ferrari,56,+90.671s,0
15,14,Adrian Sutil,Force India Mercedes,55,+1 lap,0
16,20,Heikki Kovalainen,Lotus Renault,55,+1 lap,0
17,17,Sergio Perez,Sauber Ferrari,55,+1 lap,0
18,12,Pastor Maldonado,Williams Cosworth,55,+1 lap,0
19,21,Jarno Trulli,Lotus Renault,55,+1 lap,0
20,25,Jerome d'Ambrosio,Virgin Cosworth,54,+2 laps,0
21,24,Timo Glock,Virgin Cosworth,54,+2 laps,0
22,23,Vitantonio Liuzzi,HRT Cosworth,54,+2 laps,0
23,22,Narain Karthikeyan,HRT Cosworth,54,+2 laps,0
NC,19,Jaime Alguersuari,STR Ferrari,9,DNF,0
