POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Sebastian Vettel,Red Bull Racing Renault,56,1:37:39.832,25
2,4,Jenson Button,McLaren Mercedes,56,+3.261s,18
3,9,Nick Heidfeld,Renault,56,+25.075s,15
4,2,Mark Webber,Red Bull Racing Renault,56,+26.384s,12
5,6,Felipe Massa,Ferrari,56,+36.958s,10
6,5,Fernando Alonso,Ferrari,56,+37.248s,8
7,16,Kamui Kobayashi,Sauber Ferrari,56,+66.439s,6
8,3,Lewis Hamilton,McLaren Mercedes,56,+69.957s,4
9,7,Michael Schumacher,Mercedes,56,+84.896s,2
10,15,Paul di Resta,Force India Mercedes,56,+91.563s,1
11,14,Adrian Sutil,Force India Mercedes,56,+101.379s,0
12,8,Nico Rosberg,Mercedes,55,+1 lap,0
13,18,Sebastien Buemi,STR Ferrari,55,+1 lap,0
14,19,Jaime Alguersuari,STR Ferrari,55,+1 lap,0
15,20,Heikki Kovalainen,Lotus Renault,55,+1 lap,0
16,24,Timo Glock,Virgin Cosworth,54,+2 laps,0
17,10,Vitaly Petrov,Renault,52,DNF,0
NC,23,Vitantonio Liuzzi,HRT Cosworth,46,DNF,0
NC,25,Jerome d'Ambrosio,Virgin Cosworth,42,DNF,0
NC,21,Jarno Trulli,Lotus Renault,31,DNF,0
NC,17,Sergio Perez,Sauber Ferrari,23,DNF,0
NC,11,Rubens Barrichello,Williams Cosworth,22,DNF,0
NC,22,Narain Karthikeyan,HRT Cosworth,14,DNF,0
NC,12,Pastor Maldonado,Williams Cosworth,8,DNF,0
