POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Juan Manuel Fangio,Alfa Romeo,64,2:57:52.800,9
2,4,Luigi Fagioli,Alfa Romeo,64,+25.700s,6
3,14,Peter Whitehead,Ferrari,61,+3 laps,4
4,44,Robert Manzon,Simca-Gordini,61,+3 laps,3
5,16,Philippe Etancelin,Talbot-Lago,,SHC,1
5,16,Eugene Chaboud,Talbot-Lago,59,+5 laps,1
6,26,Charles Pozzi,Talbot-Lago,,SHC,0
6,26,Louis Rosier,Talbot-Lago,56,+8 laps,0
7,2,Nino Farina,Alfa Romeo,55,DNF,0
8,18,Yves Giraud-Cabantous,Talbot-Lago,52,+12 laps,0
NC,22,Pierre Levegh,Talbot-Lago,37,DNF,0
NC,40,Felice Bonetto,Maserati Milano,15,DNF,0
NC,42,Johnny Claes,Talbot-Lago,12,DNF,0
NC,20,Louis Rosier,Talbot-Lago,11,DNF,0
NC,32,Reg Parnell,Maserati,10,DNF,0
NC,28,Franco Rol,Maserati,7,DNF,0
NC,30,Louis Chiron,Maserati,7,DNF,0
NC,34,David Hampshire,Maserati,6,DNF,0
NC,12,Raymond Sommer,Talbot-Lago,5,DNF,0
NC,36,Jose Froilan Gonzalez,Maserati,4,DNF,0
