POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Kimi Räikkönen,McLaren Mercedes,44,1:32:35.274,10
2,1,Michael Schumacher,Ferrari,44,+3.132s,8
3,2,Rubens Barrichello,Ferrari,44,+4.371s,6
4,12,Felipe Massa,Sauber Petronas,44,+12.504s,5
5,11,Giancarlo Fisichella,Sauber Petronas,44,+14.104s,4
6,15,Christian Klien,Jaguar Cosworth,44,+14.614s,3
7,5,David Coulthard,McLaren Mercedes,44,+17.970s,2
8,17,Olivier Panis,Toyota,44,+18.693s,1
9,7,Jarno Trulli,Renault,44,+22.115s,0
10,16,Ricardo Zonta,Toyota,41,DNF,0
11,18,Nick Heidfeld,Jordan Ford,40,+4 laps,0
NC,3,Juan Pablo Montoya,Williams BMW,37,DNF,0
NC,4,Antonio Pizzonia,Williams BMW,31,DNF,0
NC,9,Jenson Button,BAR Honda,29,DNF,0
NC,21,Zsolt Baumgartner,Minardi Cosworth,28,DNF,0
NC,8,Fernando Alonso,Renault,11,DNF,0
NC,14,Mark Webber,Jaguar Cosworth,0,DNF,0
NC,10,Takuma Sato,BAR Honda,0,DNF,0
NC,20,Gianmaria Bruni,Minardi Cosworth,0,DNF,0
NC,19,Giorgio Pantano,Jordan Ford,0,DNF,0
