POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,56,1:31:07.490,10
2,3,Juan Pablo Montoya,Williams BMW,56,+5.022s,8
3,9,Jenson Button,BAR Honda,56,+11.568s,6
4,2,Rubens Barrichello,Ferrari,56,+13.616s,5
5,7,Jarno Trulli,Renault,56,+37.360s,4
6,5,David Coulthard,McLaren Mercedes,56,+53.098s,3
7,8,Fernando Alonso,Renault,56,+67.877s,2
8,12,Felipe Massa,Sauber Petronas,55,+1 lap,1
9,16,Cristiano da Matta,Toyota,55,+1 lap,0
10,15,Christian Klien,Jaguar Cosworth,55,+1 lap,0
11,11,Giancarlo Fisichella,Sauber Petronas,55,+1 lap,0
12,17,Olivier Panis,Toyota,55,+1 lap,0
13,19,Giorgio Pantano,Jordan Ford,54,+2 laps,0
14,20,Gianmaria Bruni,Minardi Cosworth,53,+3 laps,0
15,10,Takuma Sato,BAR Honda,52,DNF,0
16,21,Zsolt Baumgartner,Minardi Cosworth,52,+4 laps,0
NC,6,Kimi Räikkönen,McLaren Mercedes,40,DNF,0
NC,18,Nick Heidfeld,Jordan Ford,34,DNF,0
NC,4,Ralf Schumacher,Williams BMW,27,DNF,0
NC,14,Mark Webber,Jaguar Cosworth,23,DNF,0
