POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,7,Jarno Trulli,Renault,77,1:45:46.601,10
2,9,Jenson Button,BAR Honda,77,+0.497s,8
3,2,Rubens Barrichello,Ferrari,77,+75.766s,6
4,3,Juan Pablo Montoya,Williams BMW,76,+1 lap,5
5,12,Felipe Massa,Sauber Petronas,76,+1 lap,4
6,16,Cristiano da Matta,Toyota,76,+1 lap,3
7,18,Nick Heidfeld,Jordan Ford,75,+2 laps,2
8,17,Olivier Panis,Toyota,74,+3 laps,1
9,21,Zsolt Baumgartner,Minardi Cosworth,71,+6 laps,0
10,4,Ralf Schumacher,Williams BMW,69,DNF,0
NC,1,Michael Schumacher,Ferrari,45,DNF,0
NC,8,Fernando Alonso,Renault,41,DNF,0
NC,6,Kimi Räikkönen,McLaren Mercedes,27,DNF,0
NC,20,Gianmaria Bruni,Minardi Cosworth,15,DNF,0
NC,19,Giorgio Pantano,Jordan Ford,12,DNF,0
NC,14,Mark Webber,Jaguar Cosworth,11,DNF,0
NC,10,Takuma Sato,BAR Honda,2,DNF,0
NC,5,David Coulthard,McLaren Mercedes,2,DNF,0
NC,11,Giancarlo Fisichella,Sauber Petronas,2,DNF,0
NC,15,Christian Klien,Jaguar Cosworth,0,DNF,0
