POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,73,1:40:29.914,10
2,2,Rubens Barrichello,Ferrari,73,+2.950s,8
3,10,Takuma Sato,BAR Honda,73,+22.036s,6
4,7,Jarno Trulli,Renault,73,+34.544s,5
5,17,Olivier Panis,Toyota,73,+37.534s,4
6,6,Kimi Räikkönen,McLaren Mercedes,72,+1 lap,3
7,5,David Coulthard,McLaren Mercedes,72,+1 lap,2
8,21,Zsolt Baumgartner,Minardi Cosworth,70,+3 laps,1
9,11,Giancarlo Fisichella,Sauber Petronas,65,DNF,0
NC,14,Mark Webber,Jaguar Cosworth,60,DNF,0
NC,18,Nick Heidfeld,Jordan Ford,43,DNF,0
NC,9,Jenson Button,BAR Honda,26,DNF,0
NC,16,Cristiano da Matta,Toyota,17,DNF,0
NC,4,Ralf Schumacher,Williams BMW,9,DNF,0
NC,8,Fernando Alonso,Renault,8,DNF,0
NC,15,Christian Klien,Jaguar Cosworth,0,DNF,0
NC,12,Felipe Massa,Sauber Petronas,0,DNF,0
NC,19,Giorgio Pantano,Jordan Ford,0,DNF,0
NC,20,Gianmaria Bruni,Minardi Cosworth,0,DNF,0
