POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,77,Valtteri Bottas,Mercedes,71,1:30:55.739,25
2,16,Charles Leclerc,Ferrari,71,+2.700s,18
3,4,Lando Norris,McLaren Renault,71,+5.491s,16
4,44,Lewis Hamilton,Mercedes,71,+5.689s,12
5,55,Carlos Sainz,McLaren Renault,71,+8.903s,10
6,11,Sergio Perez,Racing Point BWT Mercedes,71,+15.092s,8
7,10,Pierre Gasly,AlphaTauri Honda,71,+16.682s,6
8,31,Esteban Ocon,Renault,71,+17.456s,4
9,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,71,+21.146s,2
10,5,Sebastian Vettel,Ferrari,71,+24.545s,1
11,6,Nicholas Latifi,Williams Mercedes,71,+31.650s,0
12,26,Daniil Kvyat,AlphaTauri Honda,69,DNF,0
13,23,Alexander Albon,Red Bull Racing Honda,67,DNF,0
NC,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,53,DNF,0
NC,63,George Russell,Williams Mercedes,49,DNF,0
NC,8,Romain Grosjean,Haas Ferrari,49,DNF,0
NC,20,Kevin Magnussen,Haas Ferrari,24,DNF,0
NC,18,Lance Stroll,Racing Point BWT Mercedes,20,DNF,0
NC,3,Daniel Ricciardo,Renault,17,DNF,0
NC,33,Max Verstappen,Red Bull Racing Honda,11,DNF,0
