POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,66,1:31:45.279,25
2,33,Max Verstappen,Red Bull Racing Honda,66,+24.177s,18
3,77,Valtteri Bottas,Mercedes,66,+44.752s,16
4,18,Lance Stroll,Racing Point BWT Mercedes,65,+1 lap,12
5,11,Sergio Perez,Racing Point BWT Mercedes,65,+1 lap,10
6,55,Carlos Sainz,McLaren Renault,65,+1 lap,8
7,5,Sebastian Vettel,Ferrari,65,+1 lap,6
8,23,Alexander Albon,Red Bull Racing Honda,65,+1 lap,4
9,10,Pierre Gasly,AlphaTauri Honda,65,+1 lap,2
10,4,Lando Norris,McLaren Renault,65,+1 lap,1
11,3,Daniel Ricciardo,Renault,65,+1 lap,0
12,26,Daniil Kvyat,AlphaTauri Honda,65,+1 lap,0
13,31,Esteban Ocon,Renault,65,+1 lap,0
14,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,65,+1 lap,0
15,20,Kevin Magnussen,Haas Ferrari,65,+1 lap,0
16,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,65,+1 lap,0
17,63,George Russell,Williams Mercedes,65,+1 lap,0
18,6,Nicholas Latifi,Williams Mercedes,64,+2 laps,0
19,8,Romain Grosjean,Haas Ferrari,64,+2 laps,0
NC,16,Charles Leclerc,Ferrari,38,DNF,0
