POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,18,Juan Manuel Fangio,Mercedes-Benz,61,2:42:47.900,8
2,20,Karl Kling,Mercedes-Benz,61,+0.100s,6
3,34,Robert Manzon,Ferrari,60,+1 lap,4
4,46,Prince Bira,Maserati,60,+1 lap,3
5,14,Luigi Villoresi,Maserati,58,+3 laps,2
6,24,Jean Behra,Gordini,56,+5 laps,0
NC,28,Paul Frere,Gordini,50,DNF,0
NC,4,Maurice Trintignant,Ferrari,36,DNF,0
NC,36,Louis Rosier,Ferrari,27,DNF,0
NC,12,Onofre Marimon,Maserati,27,DNF,0
NC,16,Roberto Mieres,Maserati,24,DNF,0
NC,42,Ken Wharton,Maserati,19,DNF,0
NC,48,Harry Schell,Maserati,19,DNF,0
NC,22,Hans Herrmann,Mercedes-Benz,16,DNF,1
NC,44,Roy Salvadori,Maserati,15,DNF,0
NC,2,Jose Froilan Gonzalez,Ferrari,13,DNF,0
NC,32,Lance Macklin,HWM Alta,10,DNF,0
NC,30,Georges Berger,Gordini,9,DNF,0
NC,6,Mike Hawthorn,Ferrari,9,DNF,0
NC,26,Jacques Pollet,Gordini,8,DNF,0
NC,10,Alberto Ascari,Maserati,1,DNF,0
