POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,53,1:30:41.001,25
2,33,Max Verstappen,Red Bull Racing Honda,53,+53.271s,18
3,55,Carlos Sainz,Ferrari,53,+62.475s,15
4,3,Daniel Ricciardo,McLaren Mercedes,53,+65.607s,12
5,77,Valtteri Bottas,Mercedes,53,+67.533s,10
6,14,Fernando Alonso,Alpine Renault,53,+81.321s,8
7,4,Lando Norris,McLaren Mercedes,53,+87.224s,7
8,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,53,+88.955s,4
9,11,Sergio Perez,Red Bull Racing Honda,53,+90.076s,2
10,63,George Russell,Williams Mercedes,53,+100.551s,1
11,18,Lance Stroll,Aston Martin Mercedes,53,+116.198s,0
12,5,Sebastian Vettel,Aston Martin Mercedes,52,+1 lap,0
13,10,Pierre Gasly,AlphaTauri Honda,52,+1 lap,0
14,31,Esteban Ocon,Alpine Renault,52,+1 lap,0
15,16,Charles Leclerc,Ferrari,52,+1 lap,0
16,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,52,+1 lap,0
17,22,Yuki Tsunoda,AlphaTauri Honda,52,+1 lap,0
18,9,Nikita Mazepin,Haas Ferrari,51,+2 laps,0
19,6,Nicholas Latifi,Williams Mercedes,47,DNF,0
NC,47,Mick Schumacher,Haas Ferrari,32,DNF,0
