POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,33,Max Verstappen,Red Bull Racing Honda,1,0:03:27.071,12.5
2,63,George Russell,Williams Mercedes,1,+1.995s,9
3,44,Lewis Hamilton,Mercedes,1,+2.601s,7.5
4,3,Daniel Ricciardo,McLaren Mercedes,1,+4.496s,6
5,5,Sebastian Vettel,Aston Martin Mercedes,1,+7.479s,5
6,10,Pierre Gasly,AlphaTauri Honda,1,+10.177s,4
7,31,Esteban Ocon,Alpine Renault,1,+11.579s,3
8,16,Charles Leclerc,Ferrari,1,+12.608s,2
9,6,Nicholas Latifi,Williams Mercedes,1,+15.484s,1
10,55,Carlos Sainz,Ferrari,1,+16.166s,0.5
11,14,Fernando Alonso,Alpine Renault,1,+20.590s,0
12,77,Valtteri Bottas,Mercedes,1,+22.414s,0
13,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,1,+24.163s,0
14,4,Lando Norris,McLaren Mercedes,1,+27.109s,0
15,22,Yuki Tsunoda,AlphaTauri Honda,1,+28.329s,0
16,47,Mick Schumacher,Haas Ferrari,1,+29.507s,0
17,9,Nikita Mazepin,Haas Ferrari,1,+31.993s,0
18,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,1,+36.054s,0
19,11,Sergio Perez,Red Bull Racing Honda,1,+38.205s,0
20,18,Lance Stroll,Aston Martin Mercedes,1,+44.108s,0
