POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,33,Max Verstappen,Red Bull Racing Honda,53,1:27:25.770,26
2,44,Lewis Hamilton,Mercedes,53,+2.904s,18
3,11,Sergio Perez,Red Bull Racing Honda,53,+8.811s,15
4,77,Valtteri Bottas,Mercedes,53,+14.618s,12
5,4,Lando Norris,McLaren Mercedes,53,+64.032s,10
6,3,Daniel Ricciardo,McLaren Mercedes,53,+75.857s,8
7,10,Pierre Gasly,AlphaTauri Honda,53,+76.596s,6
8,14,Fernando Alonso,Alpine Renault,53,+77.695s,4
9,5,Sebastian Vettel,Aston Martin Mercedes,53,+79.666s,2
10,18,Lance Stroll,Aston Martin Mercedes,53,+91.946s,1
11,55,Carlos Sainz,Ferrari,53,+99.337s,0
12,63,George Russell,Williams Mercedes,52,+1 lap,0
13,22,Yuki Tsunoda,AlphaTauri Honda,52,+1 lap,0
14,31,Esteban Ocon,Alpine Renault,52,+1 lap,0
15,99,Antonio Giovinazzi,Alfa Romeo Racing Ferrari,52,+1 lap,0
16,16,Charles Leclerc,Ferrari,52,+1 lap,0
17,7,Kimi Räikkönen,Alfa Romeo Racing Ferrari,52,+1 lap,0
18,6,Nicholas Latifi,Williams Mercedes,52,+1 lap,0
19,47,Mick Schumacher,Haas Ferrari,52,+1 lap,0
20,9,Nikita Mazepin,Haas Ferrari,52,+1 lap,0
