POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,16,Jack Brabham,Cooper Climax,50,1:57:24.900,8
2,44,Olivier Gendebien,Cooper Climax,50,+48.300s,6
3,18,Bruce McLaren,Cooper Climax,50,+51.900s,4
4,46,Henry Taylor,Cooper Climax,49,+1 lap,3
5,24,Jim Clark,Lotus Climax,49,+1 lap,2
6,22,Ron Flockhart,Lotus Climax,49,+1 lap,1
7,20,Innes Ireland,Lotus Climax,43,+7 laps,0
8,48,Bruce Halford,Cooper Climax,40,DNF,0
9,40,Masten Gregory,Cooper Maserati,37,+13 laps,0
10,42,Ian Burgess,Cooper Maserati,36,+14 laps,0
11,4,Wolfgang von Trips,Ferrari,31,DNF,0
12,2,Phil Hill,Ferrari,29,DNF,0
NC,8,Jo Bonnier,BRM,22,DNF,0
NC,36,Lucien Bianchi,Cooper Climax,18,DNF,0
NC,10,Dan Gurney,BRM,17,DNF,0
NC,30,Gino Munaron,Cooper Castellotti,15,DNF,0
NC,6,Willy Mairesse,Ferrari,14,DNF,0
NC,14,Tony Brooks,Vanwall,7,DNF,0
NC,38,Maurice Trintignant,Cooper Maserati,0,DNF,0
NC,12,Graham Hill,BRM,0,DNF,0
