POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,77,Valtteri Bottas,Mercedes,71,1:21:48.523,25
2,5,Sebastian Vettel,Ferrari,71,+0.658s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,71,+6.012s,15
4,44,Lewis Hamilton,Mercedes,71,+7.430s,12
5,7,Kimi Räikkönen,Ferrari,71,+20.370s,10
6,8,Romain Grosjean,Haas Ferrari,71,+73.160s,8
7,11,Sergio Perez,Force India Mercedes,70,+1 lap,6
8,31,Esteban Ocon,Force India Mercedes,70,+1 lap,4
9,19,Felipe Massa,Williams Mercedes,70,+1 lap,2
10,18,Lance Stroll,Williams Mercedes,70,+1 lap,1
11,30,Jolyon Palmer,Renault,70,+1 lap,0
12,2,Stoffel Vandoorne,McLaren Honda,70,+1 lap,0
13,27,Nico Hulkenberg,Renault,70,+1 lap,0
14,94,Pascal Wehrlein,Sauber Ferrari,70,+1 lap,0
15,9,Marcus Ericsson,Sauber Ferrari,69,+2 laps,0
16,26,Daniil Kvyat,Toro Rosso,68,+3 laps,0
NC,55,Carlos Sainz,Toro Rosso,44,DNF,0
NC,20,Kevin Magnussen,Haas Ferrari,29,DNF,0
NC,14,Fernando Alonso,McLaren Honda,1,DNF,0
NC,33,Max Verstappen,Red Bull Racing TAG Heuer,0,DNF,0
