POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,51,1:21:27.430,25
2,77,Valtteri Bottas,Mercedes,51,+14.063s,18
3,7,Kimi Räikkönen,Ferrari,51,+36.570s,15
4,33,Max Verstappen,Red Bull Racing TAG Heuer,51,+52.125s,12
5,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,51,+65.955s,10
6,27,Nico Hulkenberg,Renault,51,+68.109s,8
7,5,Sebastian Vettel,Ferrari,51,+93.989s,6
8,31,Esteban Ocon,Force India Mercedes,50,+1 lap,4
9,11,Sergio Perez,Force India Mercedes,50,+1 lap,2
10,19,Felipe Massa,Williams Mercedes,50,+1 lap,1
11,2,Stoffel Vandoorne,McLaren Honda,50,+1 lap,0
12,20,Kevin Magnussen,Haas Ferrari,50,+1 lap,0
13,8,Romain Grosjean,Haas Ferrari,50,+1 lap,0
14,9,Marcus Ericsson,Sauber Ferrari,50,+1 lap,0
15,26,Daniil Kvyat,Toro Rosso,50,+1 lap,0
16,18,Lance Stroll,Williams Mercedes,50,+1 lap,0
17,94,Pascal Wehrlein,Sauber Ferrari,50,+1 lap,0
NC,14,Fernando Alonso,McLaren Honda,32,DNF,0
NC,55,Carlos Sainz,Toro Rosso,0,DNF,0
NC,30,Jolyon Palmer,Renault,0,DNS,0
