POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Sebastian Vettel,Ferrari,71,1:31:26.262,25
2,77,Valtteri Bottas,Mercedes,71,+2.762s,18
3,7,Kimi Räikkönen,Ferrari,71,+4.600s,15
4,44,Lewis Hamilton,Mercedes,71,+5.468s,12
5,33,Max Verstappen,Red Bull Racing TAG Heuer,71,+32.940s,10
6,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,71,+48.691s,8
7,19,Felipe Massa,Williams Mercedes,71,+68.882s,6
8,14,Fernando Alonso,McLaren Honda,71,+69.363s,4
9,11,Sergio Perez,Force India Mercedes,71,+69.500s,2
10,27,Nico Hulkenberg,Renault,70,+1 lap,1
11,55,Carlos Sainz,Renault,70,+1 lap,0
12,10,Pierre Gasly,Toro Rosso,70,+1 lap,0
13,9,Marcus Ericsson,Sauber Ferrari,70,+1 lap,0
14,94,Pascal Wehrlein,Sauber Ferrari,70,+1 lap,0
15,8,Romain Grosjean,Haas Ferrari,69,+2 laps,0
16,18,Lance Stroll,Williams Mercedes,69,+2 laps,0
NC,28,Brendon Hartley,Toro Rosso,40,DNF,0
NC,31,Esteban Ocon,Force India Mercedes,0,DNF,0
NC,2,Stoffel Vandoorne,McLaren Honda,0,DNF,0
NC,20,Kevin Magnussen,Haas Ferrari,0,DNF,0
