POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,44,1:24:42.820,25
2,5,Sebastian Vettel,Ferrari,44,+2.358s,18
3,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,44,+10.791s,15
4,7,Kimi Räikkönen,Ferrari,44,+14.471s,12
5,77,Valtteri Bottas,Mercedes,44,+16.456s,10
6,27,Nico Hulkenberg,Renault,44,+28.087s,8
7,8,Romain Grosjean,Haas Ferrari,44,+31.553s,6
8,19,Felipe Massa,Williams Mercedes,44,+36.649s,4
9,31,Esteban Ocon,Force India Mercedes,44,+38.154s,2
10,55,Carlos Sainz,Toro Rosso,44,+39.447s,1
11,18,Lance Stroll,Williams Mercedes,44,+48.999s,0
12,26,Daniil Kvyat,Toro Rosso,44,+49.940s,0
13,30,Jolyon Palmer,Renault,44,+53.239s,0
14,2,Stoffel Vandoorne,McLaren Honda,44,+57.078s,0
15,20,Kevin Magnussen,Haas Ferrari,44,+67.262s,0
16,9,Marcus Ericsson,Sauber Ferrari,44,+69.711s,0
17,11,Sergio Perez,Force India Mercedes,42,DNF,0
NC,14,Fernando Alonso,McLaren Honda,25,DNF,0
NC,33,Max Verstappen,Red Bull Racing TAG Heuer,7,DNF,0
NC,94,Pascal Wehrlein,Sauber Ferrari,2,DNF,0
