POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Mark Webber,RBR Renault,78,1:50:13.355,25
2,5,Sebastian Vettel,RBR Renault,78,+0.448s,18
3,11,Robert Kubica,Renault,78,+1.675s,15
4,7,Felipe Massa,Ferrari,78,+2.666s,12
5,2,Lewis Hamilton,McLaren Mercedes,78,+4.363s,10
6,8,Fernando Alonso,Ferrari,78,+6.341s,8
7,4,Nico Rosberg,Mercedes,78,+6.651s,6
8,14,Adrian Sutil,Force India Mercedes,78,+6.970s,4
9,15,Vitantonio Liuzzi,Force India Mercedes,78,+7.305s,2
10,16,Sebastien Buemi,STR Ferrari,78,+8.199s,1
11,17,Jaime Alguersuari,STR Ferrari,78,+9.135s,0
12,3,Michael Schumacher,Mercedes,78,+25.712s,0
13,12,Vitaly Petrov,Renault,73,DNF,0
14,20,Karun Chandhok,HRT Cosworth,70,DNF,0
15,18,Jarno Trulli,Lotus Cosworth,70,DNF,0
NC,19,Heikki Kovalainen,Lotus Cosworth,58,DNF,0
NC,21,Bruno Senna,HRT Cosworth,58,DNF,0
NC,9,Rubens Barrichello,Williams Cosworth,30,DNF,0
NC,23,Kamui Kobayashi,Sauber Ferrari,26,DNF,0
NC,25,Lucas di Grassi,Virgin Cosworth,25,DNF,0
NC,24,Timo Glock,Virgin Cosworth,22,DNF,0
NC,22,Pedro de la Rosa,Sauber Ferrari,21,DNF,0
NC,1,Jenson Button,McLaren Mercedes,2,DNF,0
NC,10,Nico Hulkenberg,Williams Cosworth,0,DNF,0
