POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Jenson Button,McLaren Mercedes,58,1:33:36.531,25
2,11,Robert Kubica,Renault,58,+12.034s,18
3,7,Felipe Massa,Ferrari,58,+14.488s,15
4,8,Fernando Alonso,Ferrari,58,+16.304s,12
5,4,Nico Rosberg,Mercedes,58,+16.683s,10
6,2,Lewis Hamilton,McLaren Mercedes,58,+29.898s,8
7,15,Vitantonio Liuzzi,Force India Mercedes,58,+59.847s,6
8,9,Rubens Barrichello,Williams Cosworth,58,+60.536s,4
9,6,Mark Webber,RBR Renault,58,+67.319s,2
10,3,Michael Schumacher,Mercedes,58,+69.391s,1
11,17,Jaime Alguersuari,STR Ferrari,58,+71.301s,0
12,22,Pedro de la Rosa,Sauber Ferrari,58,+74.084s,0
13,19,Heikki Kovalainen,Lotus Cosworth,56,+2 laps,0
14,20,Karun Chandhok,HRT Cosworth,53,+5 laps,0
NC,24,Timo Glock,Virgin Cosworth,41,DNF,0
NC,25,Lucas di Grassi,Virgin Cosworth,26,DNF,0
NC,5,Sebastian Vettel,RBR Renault,25,DNF,0
NC,14,Adrian Sutil,Force India Mercedes,9,DNF,0
NC,12,Vitaly Petrov,Renault,9,DNF,0
NC,21,Bruno Senna,HRT Cosworth,4,DNF,0
NC,16,Sebastien Buemi,STR Ferrari,0,DNF,0
NC,10,Nico Hulkenberg,Williams Cosworth,0,DNF,0
NC,23,Kamui Kobayashi,Sauber Ferrari,0,DNF,0
NC,18,Jarno Trulli,Lotus Cosworth,,DNS,0
