POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Lewis Hamilton,McLaren Mercedes,70,1:33:53.456,25
2,1,Jenson Button,McLaren Mercedes,70,+2.254s,18
3,8,Fernando Alonso,Ferrari,70,+9.214s,15
4,5,Sebastian Vettel,RBR Renault,70,+37.817s,12
5,6,Mark Webber,RBR Renault,70,+39.291s,10
6,4,Nico Rosberg,Mercedes,70,+56.084s,8
7,11,Robert Kubica,Renault,70,+57.300s,6
8,16,Sebastien Buemi,STR Ferrari,69,+1 lap,4
9,15,Vitantonio Liuzzi,Force India Mercedes,69,+1 lap,2
10,14,Adrian Sutil,Force India Mercedes,69,+1 lap,1
11,3,Michael Schumacher,Mercedes,69,+1 lap,0
12,17,Jaime Alguersuari,STR Ferrari,69,+1 lap,0
13,10,Nico Hulkenberg,Williams Cosworth,69,+1 lap,0
14,9,Rubens Barrichello,Williams Cosworth,69,+1 lap,0
15,7,Felipe Massa,Ferrari,69,+1 lap,0
16,19,Heikki Kovalainen,Lotus Cosworth,68,+2 laps,0
17,12,Vitaly Petrov,Renault,68,+2 laps,0
18,20,Karun Chandhok,HRT Cosworth,66,+4 laps,0
19,25,Lucas di Grassi,Virgin Cosworth,65,+5 laps,0
NC,24,Timo Glock,Virgin Cosworth,50,DNF,0
NC,18,Jarno Trulli,Lotus Cosworth,42,DNF,0
NC,22,Pedro de la Rosa,Sauber Ferrari,30,DNF,0
NC,21,Bruno Senna,HRT Cosworth,13,DNF,0
NC,23,Kamui Kobayashi,Sauber Ferrari,1,DNF,0
