POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Lewis Hamilton,McLaren Mercedes,44,1:29:04.268,25
2,6,Mark Webber,RBR Renault,44,+1.571s,18
3,11,Robert Kubica,Renault,44,+3.493s,15
4,7,Felipe Massa,Ferrari,44,+8.264s,12
5,14,Adrian Sutil,Force India Mercedes,44,+9.094s,10
6,4,Nico Rosberg,Mercedes,44,+12.359s,8
7,3,Michael Schumacher,Mercedes,44,+15.548s,6
8,23,Kamui Kobayashi,Sauber Ferrari,44,+16.678s,4
9,12,Vitaly Petrov,Renault,44,+23.851s,2
10,15,Vitantonio Liuzzi,Force India Mercedes,44,+34.831s,1
11,22,Pedro de la Rosa,Sauber Ferrari,44,+36.019s,0
12,16,Sebastien Buemi,STR Ferrari,44,+39.895s,0
13,17,Jaime Alguersuari,STR Ferrari,44,+49.457s,0
14,10,Nico Hulkenberg,Williams Cosworth,43,+1 lap,0
15,5,Sebastian Vettel,RBR Renault,43,+1 lap,0
16,19,Heikki Kovalainen,Lotus Cosworth,43,+1 lap,0
17,25,Lucas di Grassi,Virgin Cosworth,43,+1 lap,0
18,24,Timo Glock,Virgin Cosworth,43,+1 lap,0
19,18,Jarno Trulli,Lotus Cosworth,43,+1 lap,0
20,20,Sakon Yamamoto,HRT Cosworth,42,+2 laps,0
NC,8,Fernando Alonso,Ferrari,37,DNF,0
NC,1,Jenson Button,McLaren Mercedes,15,DNF,0
NC,21,Bruno Senna,HRT Cosworth,5,DNF,0
NC,9,Rubens Barrichello,Williams Cosworth,0,DNF,0
