POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,8,Fernando Alonso,Ferrari,49,1:39:20.396,25
2,7,Felipe Massa,Ferrari,49,+16.099s,18
3,2,Lewis Hamilton,McLaren Mercedes,49,+23.182s,15
4,5,Sebastian Vettel,RBR Renault,49,+38.799s,12
5,4,Nico Rosberg,Mercedes,49,+40.213s,10
6,3,Michael Schumacher,Mercedes,49,+44.163s,8
7,1,Jenson Button,McLaren Mercedes,49,+45.280s,6
8,6,Mark Webber,RBR Renault,49,+46.360s,4
9,15,Vitantonio Liuzzi,Force India Mercedes,49,+53.008s,2
10,9,Rubens Barrichello,Williams Cosworth,49,+62.489s,1
11,11,Robert Kubica,Renault,49,+69.093s,0
12,14,Adrian Sutil,Force India Mercedes,49,+82.958s,0
13,17,Jaime Alguersuari,STR Ferrari,49,+92.656s,0
14,10,Nico Hulkenberg,Williams Cosworth,48,+1 lap,0
15,19,Heikki Kovalainen,Lotus Cosworth,47,+2 laps,0
16,16,Sebastien Buemi,STR Ferrari,46,+3 laps,0
17,18,Jarno Trulli,Lotus Cosworth,46,DNF,0
NC,22,Pedro de la Rosa,Sauber Ferrari,28,DNF,0
NC,21,Bruno Senna,HRT Cosworth,17,DNF,0
NC,24,Timo Glock,Virgin Cosworth,16,DNF,0
NC,12,Vitaly Petrov,Renault,13,DNF,0
NC,23,Kamui Kobayashi,Sauber Ferrari,11,DNF,0
NC,25,Lucas di Grassi,Virgin Cosworth,2,DNF,0
NC,20,Karun Chandhok,HRT Cosworth,1,DNF,0
