POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,6,Mark Webber,RBR Renault,52,1:24:38.200,25
2,2,Lewis Hamilton,McLaren Mercedes,52,+1.360s,18
3,4,Nico Rosberg,Mercedes,52,+21.307s,15
4,1,Jenson Button,McLaren Mercedes,52,+21.986s,12
5,9,Rubens Barrichello,Williams Cosworth,52,+31.456s,10
6,23,Kamui Kobayashi,Sauber Ferrari,52,+32.171s,8
7,5,Sebastian Vettel,RBR Renault,52,+36.734s,6
8,14,Adrian Sutil,Force India Mercedes,52,+40.932s,4
9,3,Michael Schumacher,Mercedes,52,+41.599s,2
10,10,Nico Hulkenberg,Williams Cosworth,52,+42.012s,1
11,15,Vitantonio Liuzzi,Force India Mercedes,52,+42.459s,0
12,16,Sebastien Buemi,STR Ferrari,52,+47.627s,0
13,12,Vitaly Petrov,Renault,52,+59.374s,0
14,8,Fernando Alonso,Ferrari,52,+62.385s,0
15,7,Felipe Massa,Ferrari,52,+67.489s,0
16,18,Jarno Trulli,Lotus Cosworth,51,+1 lap,0
17,19,Heikki Kovalainen,Lotus Cosworth,51,+1 lap,0
18,24,Timo Glock,Virgin Cosworth,50,+2 laps,0
19,20,Karun Chandhok,HRT Cosworth,50,+2 laps,0
20,21,Sakon Yamamoto,HRT Cosworth,50,+2 laps,0
NC,17,Jaime Alguersuari,STR Ferrari,44,DNF,0
NC,22,Pedro de la Rosa,Sauber Ferrari,29,DNF,0
NC,11,Robert Kubica,Renault,19,DNF,0
NC,25,Lucas di Grassi,Virgin Cosworth,9,DNF,0
