POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,27,Alan Jones,Williams Ford,54,1:32:43.420,9
2,25,Didier Pironi,Ligier Ford,54,+4.520s,6
3,26,Jacques Laffite,Ligier Ford,54,+30.260s,4
4,5,Nelson Piquet,Brabham Ford,54,+74.880s,3
5,16,Rene Arnoux,Renault,54,+76.150s,2
6,28,Carlos Reutemann,Williams Ford,54,+76.740s,1
7,7,John Watson,McLaren Ford,53,+1 lap,0
8,2,Gilles Villeneuve,Ferrari,53,+1 lap,0
9,29,Riccardo Patrese,Arrows Ford,53,+1 lap,0
10,30,Jochen Mass,Arrows Ford,53,+1 lap,0
11,4,Derek Daly,Tyrrell Ford,52,+2 laps,0
12,1,Jody Scheckter,Ferrari,52,+2 laps,0
13,20,Emerson Fittipaldi,Fittipaldi Ford,50,DNF,0
14,3,Jean-Pierre Jarier,Tyrrell Ford,50,+4 laps,0
NC,31,Eddie Cheever,Osella Ford,43,DNF,0
NC,9,Marc Surer,ATS Ford,26,DNF,0
NC,22,Patrick Depailler,Alfa Romeo,25,DNF,0
NC,11,Mario Andretti,Lotus Ford,18,DNF,0
NC,21,Keke Rosberg,Fittipaldi Ford,8,DNF,0
NC,23,Bruno Giacomelli,Alfa Romeo,8,DNF,0
NC,8,Alain Prost,McLaren Ford,6,DNF,0
NC,12,Elio de Angelis,Lotus Ford,3,DNF,0
NC,6,Ricardo Zunino,Brabham Ford,0,DNF,0
NC,15,Jean-Pierre Jabouille,Renault,0,DNF,0
NC,17,Geoff Lees,Shadow Ford,,DNS,0
NC,14,Jan Lammers,Ensign Ford,,DNS,0
NC,18,Dave Kennedy,Shadow Ford,,DNS,0
