POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Fernando Alonso,Renault,59,1:31:46.648,10
2,8,Nick Heidfeld,Williams BMW,59,+16.567s,8
3,2,Rubens Barrichello,Ferrari,59,+18.549s,6
4,14,David Coulthard,RBR Cosworth,59,+31.588s,5
5,1,Michael Schumacher,Ferrari,59,+50.445s,4
6,6,Giancarlo Fisichella,Renault,59,+51.932s,3
7,10,Juan Pablo Montoya,McLaren Mercedes,59,+58.173s,2
8,16,Jarno Trulli,Toyota,59,+71.091s,1
9,15,Vitantonio Liuzzi,RBR Cosworth,59,+71.529s,0
10,3,Jenson Button,BAR Honda,59,+95.786s,0
11,9,Kimi Räikkönen,McLaren Mercedes,58,+1 lap,0
12,4,Takuma Sato,BAR Honda,58,+1 lap,0
13,11,Jacques Villeneuve,Sauber Petronas,58,+1 lap,0
14,12,Felipe Massa,Sauber Petronas,58,+1 lap,0
15,18,Tiago Monteiro,Jordan Toyota,58,+1 lap,0
16,19,Narain Karthikeyan,Jordan Toyota,58,+1 lap,0
17,21,Christijan Albers,Minardi Cosworth,57,+2 laps,0
18,20,Patrick Friesacher,Minardi Cosworth,56,+3 laps,0
NC,17,Ralf Schumacher,Toyota,33,DNF,0
NC,7,Mark Webber,Williams BMW,0,DNF,0
