POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,10,Juan Pablo Montoya,McLaren Mercedes,71,1:29:20.574,10
2,9,Kimi Räikkönen,McLaren Mercedes,71,+2.527s,8
3,5,Fernando Alonso,Renault,71,+24.840s,6
4,1,Michael Schumacher,Ferrari,71,+35.668s,5
5,6,Giancarlo Fisichella,Renault,71,+40.218s,4
6,2,Rubens Barrichello,Ferrari,71,+69.173s,3
7,3,Jenson Button,BAR Honda,70,+1 lap,2
8,17,Ralf Schumacher,Toyota,70,+1 lap,1
9,15,Christian Klien,RBR Cosworth,70,+1 lap,0
10,4,Takuma Sato,BAR Honda,70,+1 lap,0
11,12,Felipe Massa,Sauber Petronas,70,+1 lap,0
12,11,Jacques Villeneuve,Sauber Petronas,70,+1 lap,0
13,16,Jarno Trulli,Toyota,69,DNF,0
14,21,Christijan Albers,Minardi Cosworth,69,+2 laps,0
15,19,Narain Karthikeyan,Jordan Toyota,68,+3 laps,0
NC,18,Tiago Monteiro,Jordan Toyota,55,DNF,0
NC,7,Mark Webber,Williams BMW,45,+26 laps,0
NC,20,Robert Doornbos,Minardi Cosworth,34,DNF,0
NC,8,Antonio Pizzonia,Williams BMW,0,DNF,0
NC,14,David Coulthard,RBR Cosworth,0,DNF,0
