POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,10,Juan Pablo Montoya,McLaren Mercedes,60,1:24:29.588,10
2,5,Fernando Alonso,Renault,60,+2.739s,8
3,9,Kimi Räikkönen,McLaren Mercedes,60,+14.436s,6
4,6,Giancarlo Fisichella,Renault,60,+17.914s,5
5,3,Jenson Button,BAR Honda,60,+40.264s,4
6,1,Michael Schumacher,Ferrari,60,+75.322s,3
7,2,Rubens Barrichello,Ferrari,60,+76.567s,2
8,17,Ralf Schumacher,Toyota,60,+79.212s,1
9,16,Jarno Trulli,Toyota,60,+80.851s,0
10,12,Felipe Massa,Sauber Petronas,59,+1 lap,0
11,7,Mark Webber,Williams BMW,59,+1 lap,0
12,8,Nick Heidfeld,Williams BMW,59,+1 lap,0
13,14,David Coulthard,RBR Cosworth,59,+1 lap,0
14,11,Jacques Villeneuve,Sauber Petronas,59,+1 lap,0
15,15,Christian Klien,RBR Cosworth,59,+1 lap,0
16,4,Takuma Sato,BAR Honda,58,+2 laps,0
17,18,Tiago Monteiro,Jordan Toyota,58,+2 laps,0
18,21,Christijan Albers,Minardi Cosworth,57,+3 laps,0
19,20,Patrick Friesacher,Minardi Cosworth,56,+4 laps,0
NC,19,Narain Karthikeyan,Jordan Toyota,10,DNF,0
