POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,9,Kimi Räikkönen,McLaren Mercedes,78,1:45:15.556,10
2,8,Nick Heidfeld,Williams BMW,78,+13.877s,8
3,7,Mark Webber,Williams BMW,78,+18.484s,6
4,5,Fernando Alonso,Renault,78,+36.487s,5
5,10,Juan Pablo Montoya,McLaren Mercedes,78,+36.647s,4
6,17,Ralf Schumacher,Toyota,78,+37.177s,3
7,1,Michael Schumacher,Ferrari,78,+37.223s,2
8,2,Rubens Barrichello,Ferrari,78,+37.570s,1
9,12,Felipe Massa,Sauber Petronas,77,+1 lap,0
10,16,Jarno Trulli,Toyota,77,+1 lap,0
11,11,Jacques Villeneuve,Sauber Petronas,77,+1 lap,0
12,6,Giancarlo Fisichella,Renault,77,+1 lap,0
13,18,Tiago Monteiro,Jordan Toyota,75,+3 laps,0
14,21,Christijan Albers,Minardi Cosworth,73,+5 laps,0
NC,15,Vitantonio Liuzzi,RBR Cosworth,59,DNF,0
NC,20,Patrick Friesacher,Minardi Cosworth,29,DNF,0
NC,14,David Coulthard,RBR Cosworth,23,DNF,0
NC,19,Narain Karthikeyan,Jordan Toyota,18,DNF,0
