POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Fernando Alonso,Renault,70,1:31:22.233,10
2,9,Kimi Räikkönen,McLaren Mercedes,70,+11.805s,8
3,1,Michael Schumacher,Ferrari,70,+81.914s,6
4,3,Jenson Button,BAR Honda,69,+1 lap,5
5,16,Jarno Trulli,Toyota,69,+1 lap,4
6,6,Giancarlo Fisichella,Renault,69,+1 lap,3
7,17,Ralf Schumacher,Toyota,69,+1 lap,2
8,11,Jacques Villeneuve,Sauber Petronas,69,+1 lap,1
9,2,Rubens Barrichello,Ferrari,69,+1 lap,0
10,14,David Coulthard,RBR Cosworth,69,+1 lap,0
11,4,Takuma Sato,BAR Honda,69,+1 lap,0
12,7,Mark Webber,Williams BMW,68,+2 laps,0
13,18,Tiago Monteiro,Jordan Toyota,67,+3 laps,0
14,8,Nick Heidfeld,Williams BMW,66,+4 laps,0
15,19,Narain Karthikeyan,Jordan Toyota,66,+4 laps,0
NC,10,Juan Pablo Montoya,McLaren Mercedes,46,DNF,0
NC,21,Christijan Albers,Minardi Cosworth,37,DNF,0
NC,20,Patrick Friesacher,Minardi Cosworth,33,DNF,0
NC,12,Felipe Massa,Sauber Petronas,30,DNF,0
NC,15,Christian Klien,RBR Cosworth,1,DNF,0
