POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Fernando Alonso,Renault,56,1:31:33.736,10
2,16,Jarno Trulli,Toyota,56,+24.327s,8
3,8,Nick Heidfeld,Williams BMW,56,+32.188s,6
4,10,Juan Pablo Montoya,McLaren Mercedes,56,+41.631s,5
5,17,Ralf Schumacher,Toyota,56,+51.854s,4
6,14,David Coulthard,RBR Cosworth,56,+72.543s,3
7,1,Michael Schumacher,Ferrari,56,+79.988s,2
8,15,Christian Klien,RBR Cosworth,56,+80.835s,1
9,9,Kimi Räikkönen,McLaren Mercedes,56,+81.580s,0
10,12,Felipe Massa,Sauber Petronas,55,+1 lap,0
11,19,Narain Karthikeyan,Jordan Toyota,54,+2 laps,0
12,18,Tiago Monteiro,Jordan Toyota,53,+3 laps,0
13,21,Christijan Albers,Minardi Cosworth,52,+4 laps,0
NC,2,Rubens Barrichello,Ferrari,49,DNF,0
NC,6,Giancarlo Fisichella,Renault,36,DNF,0
NC,7,Mark Webber,Williams BMW,36,DNF,0
NC,11,Jacques Villeneuve,Sauber Petronas,26,DNF,0
NC,3,Jenson Button,BAR Honda,2,DNF,0
NC,4,Anthony Davidson,BAR Honda,2,DNF,0
NC,20,Patrick Friesacher,Minardi Cosworth,2,DNF,0
