POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,9,Kimi Räikkönen,McLaren Mercedes,44,1:30:01.295,10
2,5,Fernando Alonso,Renault,44,+28.394s,8
3,3,Jenson Button,BAR Honda,44,+32.077s,6
4,7,Mark Webber,Williams BMW,44,+69.167s,5
5,2,Rubens Barrichello,Ferrari,44,+78.136s,4
6,11,Jacques Villeneuve,Sauber Petronas,44,+87.435s,3
7,17,Ralf Schumacher,Toyota,44,+87.574s,2
8,18,Tiago Monteiro,Jordan Toyota,43,+1 lap,1
9,15,Christian Klien,RBR Cosworth,43,+1 lap,0
10,12,Felipe Massa,Sauber Petronas,43,+1 lap,0
11,19,Narain Karthikeyan,Jordan Toyota,43,+1 lap,0
12,21,Christijan Albers,Minardi Cosworth,42,+2 laps,0
13,20,Robert Doornbos,Minardi Cosworth,41,+3 laps,0
14,10,Juan Pablo Montoya,McLaren Mercedes,40,DNF,0
15,8,Antonio Pizzonia,Williams BMW,39,DNF,0
NC,16,Jarno Trulli,Toyota,34,DNF,0
NC,14,David Coulthard,RBR Cosworth,18,DNF,0
NC,1,Michael Schumacher,Ferrari,13,DNF,0
NC,4,Takuma Sato,BAR Honda,13,DNF,0
NC,6,Giancarlo Fisichella,Renault,10,DNF,0
