POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,67,1:32:29.845,25
2,77,Valtteri Bottas,Mercedes,67,+4.535s,18
3,7,Kimi Räikkönen,Ferrari,67,+6.732s,15
4,33,Max Verstappen,Red Bull Racing TAG Heuer,67,+7.654s,12
5,27,Nico Hulkenberg,Renault,67,+26.609s,10
6,8,Romain Grosjean,Haas Ferrari,67,+28.871s,8
7,11,Sergio Perez,Force India Mercedes,67,+30.556s,6
8,31,Esteban Ocon,Force India Mercedes,67,+31.750s,4
9,9,Marcus Ericsson,Sauber Ferrari,67,+32.362s,2
10,28,Brendon Hartley,Scuderia Toro Rosso Honda,67,+34.197s,1
11,20,Kevin Magnussen,Haas Ferrari,67,+34.919s,0
12,55,Carlos Sainz,Renault,67,+43.069s,0
13,2,Stoffel Vandoorne,McLaren Renault,67,+46.617s,0
14,10,Pierre Gasly,Scuderia Toro Rosso Honda,66,+1 lap,0
15,16,Charles Leclerc,Sauber Ferrari,66,+1 lap,0
16,14,Fernando Alonso,McLaren Renault,65,DNF,0
NC,18,Lance Stroll,Williams Mercedes,53,DNF,0
NC,5,Sebastian Vettel,Ferrari,51,DNF,0
NC,35,Sergey Sirotkin,Williams Mercedes,51,DNF,0
NC,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,27,DNF,0
