POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,51,1:43:44.291,25
2,7,Kimi Räikkönen,Ferrari,51,+2.460s,18
3,11,Sergio Perez,Force India Mercedes,51,+4.024s,15
4,5,Sebastian Vettel,Ferrari,51,+5.329s,12
5,55,Carlos Sainz,Renault,51,+7.515s,10
6,16,Charles Leclerc,Sauber Ferrari,51,+9.158s,8
7,14,Fernando Alonso,McLaren Renault,51,+10.931s,6
8,18,Lance Stroll,Williams Mercedes,51,+12.546s,4
9,2,Stoffel Vandoorne,McLaren Renault,51,+14.152s,2
10,28,Brendon Hartley,Scuderia Toro Rosso Honda,51,+18.030s,1
11,9,Marcus Ericsson,Sauber Ferrari,51,+18.512s,0
12,10,Pierre Gasly,Scuderia Toro Rosso Honda,51,+24.720s,0
13,20,Kevin Magnussen,Haas Ferrari,51,+40.663s,0
14,77,Valtteri Bottas,Mercedes,48,DNF,0
NC,8,Romain Grosjean,Haas Ferrari,42,DNF,0
NC,33,Max Verstappen,Red Bull Racing TAG Heuer,39,DNF,0
NC,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,39,DNF,0
NC,27,Nico Hulkenberg,Renault,10,DNF,0
NC,31,Esteban Ocon,Force India Mercedes,0,DNF,0
NC,35,Sergey Sirotkin,Williams Mercedes,0,DNF,0
