POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,33,Max Verstappen,Red Bull Racing TAG Heuer,71,1:21:56.024,25
2,7,Kimi Räikkönen,Ferrari,71,+1.504s,18
3,5,Sebastian Vettel,Ferrari,71,+3.181s,15
4,8,Romain Grosjean,Haas Ferrari,70,+1 lap,12
5,20,Kevin Magnussen,Haas Ferrari,70,+1 lap,10
6,31,Esteban Ocon,Force India Mercedes,70,+1 lap,8
7,11,Sergio Perez,Force India Mercedes,70,+1 lap,6
8,14,Fernando Alonso,McLaren Renault,70,+1 lap,4
9,16,Charles Leclerc,Sauber Ferrari,70,+1 lap,2
10,9,Marcus Ericsson,Sauber Ferrari,70,+1 lap,1
11,10,Pierre Gasly,Scuderia Toro Rosso Honda,70,+1 lap,0
12,55,Carlos Sainz,Renault,70,+1 lap,0
13,35,Sergey Sirotkin,Williams Mercedes,69,+2 laps,0
14,18,Lance Stroll,Williams Mercedes,69,+2 laps,0
15,2,Stoffel Vandoorne,McLaren Renault,65,DNF,0
NC,44,Lewis Hamilton,Mercedes,62,DNF,0
NC,28,Brendon Hartley,Scuderia Toro Rosso Honda,54,DNF,0
NC,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,53,DNF,0
NC,77,Valtteri Bottas,Mercedes,13,DNF,0
NC,27,Nico Hulkenberg,Renault,11,DNF,0
