POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,61,1:51:11.611,25
2,33,Max Verstappen,Red Bull Racing TAG Heuer,61,+8.961s,18
3,5,Sebastian Vettel,Ferrari,61,+39.945s,15
4,77,Valtteri Bottas,Mercedes,61,+51.930s,12
5,7,Kimi Räikkönen,Ferrari,61,+53.001s,10
6,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,61,+53.982s,8
7,14,Fernando Alonso,McLaren Renault,61,+103.011s,6
8,55,Carlos Sainz,Renault,60,+1 lap,4
9,16,Charles Leclerc,Sauber Ferrari,60,+1 lap,2
10,27,Nico Hulkenberg,Renault,60,+1 lap,1
11,9,Marcus Ericsson,Sauber Ferrari,60,+1 lap,0
12,2,Stoffel Vandoorne,McLaren Renault,60,+1 lap,0
13,10,Pierre Gasly,Scuderia Toro Rosso Honda,60,+1 lap,0
14,18,Lance Stroll,Williams Mercedes,60,+1 lap,0
15,8,Romain Grosjean,Haas Ferrari,60,+1 lap,0
16,11,Sergio Perez,Force India Mercedes,60,+1 lap,0
17,28,Brendon Hartley,Scuderia Toro Rosso Honda,60,+1 lap,0
18,20,Kevin Magnussen,Haas Ferrari,59,+2 laps,0
19,35,Sergey Sirotkin,Williams Mercedes,59,+2 laps,0
NC,31,Esteban Ocon,Force India Mercedes,0,DNF,0
