POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Sebastian Vettel,Ferrari,52,1:27:29.784,25
2,44,Lewis Hamilton,Mercedes,52,+2.264s,18
3,7,Kimi Räikkönen,Ferrari,52,+3.652s,15
4,77,Valtteri Bottas,Mercedes,52,+8.883s,12
5,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,52,+9.500s,10
6,27,Nico Hulkenberg,Renault,52,+28.220s,8
7,31,Esteban Ocon,Force India Mercedes,52,+29.930s,6
8,14,Fernando Alonso,McLaren Renault,52,+31.115s,4
9,20,Kevin Magnussen,Haas Ferrari,52,+33.188s,2
10,11,Sergio Perez,Force India Mercedes,52,+34.708s,1
11,2,Stoffel Vandoorne,McLaren Renault,52,+35.774s,0
12,18,Lance Stroll,Williams Mercedes,52,+38.106s,0
13,10,Pierre Gasly,Scuderia Toro Rosso Honda,52,+39.129s,0
14,35,Sergey Sirotkin,Williams Mercedes,52,+48.113s,0
15,33,Max Verstappen,Red Bull Racing TAG Heuer,46,DNF,0
NC,8,Romain Grosjean,Haas Ferrari,37,DNF,0
NC,55,Carlos Sainz,Renault,37,DNF,0
NC,9,Marcus Ericsson,Sauber Ferrari,31,DNF,0
NC,16,Charles Leclerc,Sauber Ferrari,18,DNF,0
NC,28,Brendon Hartley,Scuderia Toro Rosso Honda,1,DNF,0
