POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,71,1:27:09.066,25
2,33,Max Verstappen,Red Bull Racing TAG Heuer,71,+1.469s,18
3,7,Kimi Räikkönen,Ferrari,71,+4.764s,15
4,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,71,+5.193s,12
5,77,Valtteri Bottas,Mercedes,71,+22.943s,10
6,5,Sebastian Vettel,Ferrari,71,+26.997s,8
7,16,Charles Leclerc,Sauber Ferrari,71,+44.199s,6
8,8,Romain Grosjean,Haas Ferrari,71,+51.230s,4
9,20,Kevin Magnussen,Haas Ferrari,71,+52.857s,2
10,11,Sergio Perez,Force India Mercedes,70,+1 lap,1
11,28,Brendon Hartley,Scuderia Toro Rosso Honda,70,+1 lap,0
12,55,Carlos Sainz,Renault,70,+1 lap,0
13,10,Pierre Gasly,Scuderia Toro Rosso Honda,70,+1 lap,0
14,31,Esteban Ocon,Force India Mercedes,70,+1 lap,0
15,2,Stoffel Vandoorne,McLaren Renault,70,+1 lap,0
16,35,Sergey Sirotkin,Williams Mercedes,69,+2 laps,0
17,14,Fernando Alonso,McLaren Renault,69,+2 laps,0
18,18,Lance Stroll,Williams Mercedes,69,+2 laps,0
NC,27,Nico Hulkenberg,Renault,32,DNF,0
NC,9,Marcus Ericsson,Sauber Ferrari,20,DNF,0
