POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,44,Lewis Hamilton,Mercedes,53,1:30:11.385,25
2,33,Max Verstappen,Red Bull Racing TAG Heuer,53,+7.090s,18
3,7,Kimi Räikkönen,Ferrari,53,+25.888s,15
4,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,53,+34.736s,12
5,5,Sebastian Vettel,Ferrari,53,+61.935s,10
6,20,Kevin Magnussen,Haas Ferrari,53,+79.364s,8
7,77,Valtteri Bottas,Mercedes,53,+80.632s,6
8,55,Carlos Sainz,Renault,53,+87.184s,4
9,27,Nico Hulkenberg,Renault,53,+91.989s,2
10,16,Charles Leclerc,Sauber Ferrari,53,+93.873s,1
11,8,Romain Grosjean,Haas Ferrari,52,+1 lap,0
12,2,Stoffel Vandoorne,McLaren Renault,52,+1 lap,0
13,9,Marcus Ericsson,Sauber Ferrari,52,+1 lap,0
14,28,Brendon Hartley,Scuderia Toro Rosso Honda,52,+1 lap,0
15,35,Sergey Sirotkin,Williams Mercedes,52,+1 lap,0
16,14,Fernando Alonso,McLaren Renault,50,DNF,0
17,18,Lance Stroll,Williams Mercedes,48,DNF,0
NC,11,Sergio Perez,Force India Mercedes,27,DNF,0
NC,31,Esteban Ocon,Force India Mercedes,0,DNF,0
NC,10,Pierre Gasly,Scuderia Toro Rosso Honda,0,DNF,0
