POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Sebastian Vettel,Ferrari,44,1:23:34.476,25
2,44,Lewis Hamilton,Mercedes,44,+11.061s,18
3,33,Max Verstappen,Red Bull Racing TAG Heuer,44,+31.372s,15
4,77,Valtteri Bottas,Mercedes,44,+68.605s,12
5,11,Sergio Perez,Force India Mercedes,44,+71.023s,10
6,31,Esteban Ocon,Force India Mercedes,44,+79.520s,8
7,8,Romain Grosjean,Haas Ferrari,44,+85.953s,6
8,20,Kevin Magnussen,Haas Ferrari,44,+87.639s,4
9,10,Pierre Gasly,Scuderia Toro Rosso Honda,44,+105.892s,2
10,9,Marcus Ericsson,Sauber Ferrari,43,+1 lap,1
11,55,Carlos Sainz,Renault,43,+1 lap,0
12,35,Sergey Sirotkin,Williams Mercedes,43,+1 lap,0
13,18,Lance Stroll,Williams Mercedes,43,+1 lap,0
14,28,Brendon Hartley,Scuderia Toro Rosso Honda,43,+1 lap,0
15,2,Stoffel Vandoorne,McLaren Renault,43,+1 lap,0
NC,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,28,DNF,0
NC,7,Kimi Räikkönen,Ferrari,8,DNF,0
NC,16,Charles Leclerc,Sauber Ferrari,0,DNF,0
NC,14,Fernando Alonso,McLaren Renault,0,DNF,0
NC,27,Nico Hulkenberg,Renault,0,DNF,0
