POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,7,Kimi Räikkönen,Ferrari,56,1:34:18.643,25
2,33,Max Verstappen,Red Bull Racing TAG Heuer,56,+1.281s,18
3,44,Lewis Hamilton,Mercedes,56,+2.342s,15
4,5,Sebastian Vettel,Ferrari,56,+18.222s,12
5,77,Valtteri Bottas,Mercedes,56,+24.744s,10
6,27,Nico Hulkenberg,Renault,56,+87.210s,8
7,55,Carlos Sainz,Renault,56,+94.994s,6
DQ,31,Esteban Ocon,Force India Mercedes,56,+99.288s,0
DQ,20,Kevin Magnussen,Haas Ferrari,56,+100.657s,0
8,11,Sergio Perez,Force India Mercedes,56,+101.080s,4
9,28,Brendon Hartley,Scuderia Toro Rosso Honda,55,+1 lap,2
10,9,Marcus Ericsson,Sauber Ferrari,55,+1 lap,1
11,2,Stoffel Vandoorne,McLaren Renault,55,+1 lap,0
12,10,Pierre Gasly,Scuderia Toro Rosso Honda,55,+1 lap,0
13,35,Sergey Sirotkin,Williams Mercedes,55,+1 lap,0
14,18,Lance Stroll,Williams Mercedes,54,+2 laps,0
NC,16,Charles Leclerc,Sauber Ferrari,31,DNF,0
NC,3,Daniel Ricciardo,Red Bull Racing TAG Heuer,8,DNF,0
NC,8,Romain Grosjean,Haas Ferrari,2,DNF,0
NC,14,Fernando Alonso,McLaren Renault,1,DNF,0
