POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,18,Juan Manuel Fangio,Mercedes-Benz,50,2:25:04.400,8
2,14,Piero Taruffi,Mercedes-Benz,50,+0.700s,6
3,4,Eugenio Castellotti,Ferrari,50,+46.200s,4
4,36,Jean Behra,Maserati,50,+237.500s,3
5,34,Carlos Menditeguy,Maserati,49,+1 lap,2
6,12,Umberto Maglioli,Ferrari,49,+1 lap,0
7,28,Roberto Mieres,Maserati,48,+2 laps,0
8,8,Maurice Trintignant,Ferrari,47,+3 laps,0
9,40,John Fitch,Maserati,46,+4 laps,0
10,6,Mike Hawthorn,Ferrari,38,DNF,0
11,20,Karl Kling,Mercedes-Benz,32,DNF,0
12,30,Luigi Musso,Maserati,31,DNF,0
13,38,Horace Gould,Maserati,31,DNF,0
14,16,Stirling Moss,Mercedes-Benz,27,DNF,1
15,26,Jacques Pollet,Gordini,26,DNF,0
16,22,Hermano da Silva Ramos,Gordini,23,DNF,0
17,32,Peter Collins,Maserati,22,DNF,0
18,42,Harry Schell,Vanwall,7,DNF,0
19,24,Jean Lucas,Gordini,7,DNF,0
20,44,Ken Wharton,Vanwall,0,DNF,0
