POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Nigel Mansell,Williams Renault,45,1:18:22.032,10
2,1,Ayrton Senna,McLaren Honda,45,+4.500s,6
3,19,Michael Schumacher,Benetton Ford,45,+34.462s,4
4,20,Martin Brundle,Benetton Ford,45,+36.959s,3
5,27,Jean Alesi,Ferrari,45,+72.607s,2
6,26,Erik Comas,Ligier Renault,45,+96.498s,1
7,25,Thierry Boutsen,Ligier Renault,45,+97.180s,0
8,6,Riccardo Patrese,Williams Renault,44,+1 lap,0
9,9,Michele Alboreto,Footwork Mugen Honda,44,+1 lap,0
10,21,Jyrki Jarvilehto,Dallara Ferrari,44,+1 lap,0
11,22,Pierluigi Martini,Dallara Ferrari,44,+1 lap,0
12,24,Gianni Morbidelli,Minardi Lamborghini,44,+1 lap,0
13,17,Paul Belmondo,March Ilmor,44,+1 lap,0
14,29,Bertrand Gachot,Venturi Lamborghini,44,+1 lap,0
15,33,Mauricio Gugelmin,Jordan Yamaha,43,+2 laps,0
16,16,Karl Wendlinger,March Ilmor,42,+3 laps,0
NC,15,Gabriele Tarquini,Fondmetal Ford,33,DNF,0
NC,4,Andrea de Cesaris,Tyrrell Ilmor,25,DNF,0
NC,12,Johnny Herbert,Lotus Ford,23,DNF,0
NC,28,Ivan Capelli,Ferrari,21,DNF,0
NC,11,Mika Hakkinen,Lotus Ford,21,DNF,0
NC,2,Gerhard Berger,McLaren Honda,16,DNF,0
NC,3,Olivier Grouillard,Tyrrell Ilmor,8,DNF,0
NC,30,Ukyo Katayama,Venturi Lamborghini,8,DNF,0
NC,10,Aguri Suzuki,Footwork Mugen Honda,1,DNF,0
NC,23,Alessandro Zanardi,Minardi Lamborghini,1,DNF,0
