POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,69,1:24:04.888,10
2,6,Kimi Räikkönen,McLaren Mercedes,69,+3.362s,8
3,2,Rubens Barrichello,Ferrari,69,+3.951s,6
4,17,Jenson Button,BAR Honda,69,+42.243s,5
5,5,David Coulthard,McLaren Mercedes,69,+59.740s,4
6,4,Ralf Schumacher,Williams BMW,68,+1 lap,3
7,14,Mark Webber,Jaguar Cosworth,68,+1 lap,2
8,7,Jarno Trulli,Renault,68,+1 lap,1
9,15,Antonio Pizzonia,Jaguar Cosworth,68,+1 lap,0
10,21,Cristiano da Matta,Toyota,68,+1 lap,0
11,12,Ralph Firman,Jordan Ford,68,+1 lap,0
12,16,Jacques Villeneuve,BAR Honda,68,+1 lap,0
13,18,Justin Wilson,Minardi Cosworth,67,+2 laps,0
NC,11,Giancarlo Fisichella,Jordan Ford,60,DNF,0
NC,9,Nick Heidfeld,Sauber Petronas,46,DNF,0
NC,8,Fernando Alonso,Renault,44,DNF,0
NC,3,Juan Pablo Montoya,Williams BMW,32,DNF,0
NC,20,Olivier Panis,Toyota,6,DNF,0
NC,19,Jos Verstappen,Minardi Cosworth,0,DNF,0
NC,10,Heinz-Harald Frentzen,Sauber Petronas,,DNS,0
