POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,4,Ralf Schumacher,Williams BMW,60,1:34:43.622,10
2,3,Juan Pablo Montoya,Williams BMW,60,+16.821s,8
3,2,Rubens Barrichello,Ferrari,60,+39.673s,6
4,8,Fernando Alonso,Renault,60,+65.731s,5
5,1,Michael Schumacher,Ferrari,60,+66.162s,4
6,14,Mark Webber,Jaguar Cosworth,59,+1 lap,3
7,17,Jenson Button,BAR Honda,59,+1 lap,2
8,9,Nick Heidfeld,Sauber Petronas,59,+1 lap,1
9,10,Heinz-Harald Frentzen,Sauber Petronas,59,+1 lap,0
10,15,Antonio Pizzonia,Jaguar Cosworth,59,+1 lap,0
11,12,Ralph Firman,Jordan Ford,58,+2 laps,0
12,11,Giancarlo Fisichella,Jordan Ford,58,+2 laps,0
13,18,Justin Wilson,Minardi Cosworth,58,+2 laps,0
14,19,Jos Verstappen,Minardi Cosworth,57,+3 laps,0
15,5,David Coulthard,McLaren Mercedes,56,DNF,0
NC,21,Cristiano da Matta,Toyota,53,DNF,0
NC,16,Jacques Villeneuve,BAR Honda,51,DNF,0
NC,7,Jarno Trulli,Renault,37,DNF,0
NC,20,Olivier Panis,Toyota,37,DNF,0
NC,6,Kimi Räikkönen,McLaren Mercedes,25,DNF,0
