POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Juan Pablo Montoya,Williams BMW,67,1:28:48.769,10
2,5,David Coulthard,McLaren Mercedes,67,+65.459s,8
3,7,Jarno Trulli,Renault,67,+69.060s,6
4,8,Fernando Alonso,Renault,67,+69.344s,5
5,20,Olivier Panis,Toyota,66,+1 lap,4
6,21,Cristiano da Matta,Toyota,66,+1 lap,3
7,1,Michael Schumacher,Ferrari,66,+1 lap,2
8,17,Jenson Button,BAR Honda,66,+1 lap,1
9,16,Jacques Villeneuve,BAR Honda,65,+2 laps,0
10,9,Nick Heidfeld,Sauber Petronas,65,+2 laps,0
11,14,Mark Webber,Jaguar Cosworth,64,DNF,0
12,18,Nicolas Kiesa,Minardi Cosworth,62,+5 laps,0
13,11,Giancarlo Fisichella,Jordan Ford,60,DNF,0
NC,19,Jos Verstappen,Minardi Cosworth,23,DNF,0
NC,15,Justin Wilson,Jaguar Cosworth,6,DNF,0
NC,4,Ralf Schumacher,Williams BMW,1,DNF,0
NC,10,Heinz-Harald Frentzen,Sauber Petronas,1,DNF,0
NC,2,Rubens Barrichello,Ferrari,0,DNF,0
NC,6,Kimi Räikkönen,McLaren Mercedes,0,DNF,0
NC,12,Ralph Firman,Jordan Ford,0,DNF,0
