POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,11,Giancarlo Fisichella,Jordan Ford,54,1:31:17.748,10
2,6,Kimi Räikkönen,McLaren Mercedes,54,+0.945s,8
3,8,Fernando Alonso,Renault,54,+6.348s,6
4,5,David Coulthard,McLaren Mercedes,54,+8.096s,5
5,10,Heinz-Harald Frentzen,Sauber Petronas,54,+8.642s,4
6,16,Jacques Villeneuve,BAR Honda,54,+16.054s,3
7,4,Ralf Schumacher,Williams BMW,54,+38.526s,2
8,7,Jarno Trulli,Renault,54,+45.927s,1
9,14,Mark Webber,Jaguar Cosworth,53,DNF,0
10,21,Cristiano da Matta,Toyota,53,+1 lap,0
NC,2,Rubens Barrichello,Ferrari,46,DNF,0
NC,17,Jenson Button,BAR Honda,32,DNF,0
NC,19,Jos Verstappen,Minardi Cosworth,30,DNF,0
NC,1,Michael Schumacher,Ferrari,26,DNF,0
NC,3,Juan Pablo Montoya,Williams BMW,24,DNF,0
NC,15,Antonio Pizzonia,Jaguar Cosworth,24,DNF,0
NC,20,Olivier Panis,Toyota,17,DNF,0
NC,12,Ralph Firman,Jordan Ford,17,DNF,0
NC,18,Justin Wilson,Minardi Cosworth,15,DNF,0
NC,9,Nick Heidfeld,Sauber Petronas,8,DNF,0
