POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,3,Juan Pablo Montoya,Williams BMW,78,1:42:19.010,10
2,6,Kimi Räikkönen,McLaren Mercedes,78,+0.602s,8
3,1,Michael Schumacher,Ferrari,78,+1.720s,6
4,4,Ralf Schumacher,Williams BMW,78,+28.518s,5
5,8,Fernando Alonso,Renault,78,+36.251s,4
6,7,Jarno Trulli,Renault,78,+40.972s,3
7,5,David Coulthard,McLaren Mercedes,78,+41.227s,2
8,2,Rubens Barrichello,Ferrari,78,+53.266s,1
9,21,Cristiano da Matta,Toyota,77,+1 lap,0
10,11,Giancarlo Fisichella,Jordan Ford,77,+1 lap,0
11,9,Nick Heidfeld,Sauber Petronas,76,+2 laps,0
12,12,Ralph Firman,Jordan Ford,76,+2 laps,0
13,20,Olivier Panis,Toyota,74,+4 laps,0
NC,16,Jacques Villeneuve,BAR Honda,63,DNF,0
NC,18,Justin Wilson,Minardi Cosworth,29,DNF,0
NC,19,Jos Verstappen,Minardi Cosworth,28,DNF,0
NC,14,Mark Webber,Jaguar Cosworth,16,DNF,0
NC,15,Antonio Pizzonia,Jaguar Cosworth,10,DNF,0
NC,10,Heinz-Harald Frentzen,Sauber Petronas,0,DNF,0
