POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,David Coulthard,McLaren Mercedes,58,1:34:42.124,10
2,3,Juan Pablo Montoya,Williams BMW,58,+8.675s,8
3,6,Kimi Räikkönen,McLaren Mercedes,58,+9.192s,6
4,1,Michael Schumacher,Ferrari,58,+9.482s,5
5,7,Jarno Trulli,Renault,58,+38.801s,4
6,10,Heinz-Harald Frentzen,Sauber Petronas,58,+43.928s,3
7,8,Fernando Alonso,Renault,58,+45.074s,2
8,4,Ralf Schumacher,Williams BMW,58,+45.745s,1
9,16,Jacques Villeneuve,BAR Honda,58,+65.536s,0
10,17,Jenson Button,BAR Honda,58,+65.974s,0
11,19,Jos Verstappen,Minardi Cosworth,57,+1 lap,0
12,11,Giancarlo Fisichella,Jordan Ford,52,DNF,0
13,15,Antonio Pizzonia,Jaguar Cosworth,52,DNF,0
NC,20,Olivier Panis,Toyota,31,DNF,0
NC,9,Nick Heidfeld,Sauber Petronas,20,DNF,0
NC,18,Justin Wilson,Minardi Cosworth,16,DNF,0
NC,14,Mark Webber,Jaguar Cosworth,15,DNF,0
NC,21,Cristiano da Matta,Toyota,7,DNF,0
NC,12,Ralph Firman,Jordan Ford,6,DNF,0
NC,2,Rubens Barrichello,Ferrari,5,DNF,0
