POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,12,Jackie Stewart,BRM,100,2:33:10.500,9
2,16,Lorenzo Bandini,Ferrari,100,+40.200s,6
3,11,Graham Hill,BRM,99,+1 lap,4
4,19,Bob Bondurant,BRM,95,+5 laps,3
NC,9,Richie Ginther,Cooper Maserati,80,DNF,0
NC,21,Guy Ligier,Cooper Maserati,75,+25 laps,0
NC,18,Jo Bonnier,Cooper Maserati,73,+27 laps,0
NC,4,Jim Clark,Lotus Climax,60,DNF,0
NC,10,Jochen Rindt,Cooper Maserati,56,DNF,0
NC,14,Jo Siffert,Brabham BRM,35,DNF,0
NC,6,Mike Spence,Lotus BRM,34,DNF,0
NC,7,Jack Brabham,Brabham Repco,17,DNF,0
NC,17,John Surtees,Ferrari,16,DNF,0
NC,8,Denny Hulme,Brabham Climax,15,DNF,0
NC,2,Bruce McLaren,McLaren Ford,9,DNF,0
NC,15,Bob Anderson,Brabham Climax,3,DNF,0
