POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Jim Clark,Lotus BRM,108,2:09:40.100,9
2,8,Jochen Rindt,Cooper Maserati,107,+1 lap,6
3,7,John Surtees,Cooper Maserati,107,+1 lap,4
4,19,Jo Siffert,Cooper Maserati,105,+3 laps,3
5,17,Bruce McLaren,McLaren Ford,105,+3 laps,2
6,2,Peter Arundell,Lotus Climax,101,+7 laps,1
NC,10,Innes Ireland,BRM,96,DNF,0
NC,12,Richie Ginther,Honda,81,+27 laps,0
NC,18,Mike Spence,Lotus BRM,74,DNF,0
NC,14,Ronnie Bucknum,Honda,58,DNF,0
NC,22,Jo Bonnier,Cooper Maserati,57,+51 laps,0
NC,5,Jack Brabham,Brabham Repco,55,DNF,0
NC,4,Jackie Stewart,BRM,53,DNF,0
NC,3,Graham Hill,BRM,52,DNF,0
NC,9,Lorenzo Bandini,Ferrari,34,DNF,0
NC,6,Denny Hulme,Brabham Repco,18,DNF,0
NC,15,Dan Gurney,Eagle Weslake,13,DNF,0
NC,11,Pedro Rodriguez,Lotus BRM,13,DNF,0
DQ,16,Bob Bondurant,Eagle Weslake,5,DSQ,0
