POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,5,Ralf Schumacher,Williams BMW,45,1:18:17.873,10
2,2,Rubens Barrichello,Ferrari,45,+46.117s,6
3,10,Jacques Villeneuve,BAR Honda,45,+62.806s,4
4,7,Giancarlo Fisichella,Benetton Renault,45,+63.477s,3
5,8,Jenson Button,Benetton Renault,45,+65.454s,2
6,22,Jean Alesi,Prost Acer,45,+65.950s,1
7,9,Olivier Panis,BAR Honda,45,+77.527s,0
8,15,Enrique Bernoldi,Arrows Asiatech,44,+1 lap,0
9,14,Jos Verstappen,Arrows Asiatech,44,+1 lap,0
10,21,Fernando Alonso,Minardi European,44,+1 lap,0
NC,12,Jarno Trulli,Jordan Honda,34,DNF,0
NC,4,David Coulthard,McLaren Mercedes,27,DNF,0
NC,20,Tarso Marques,Minardi European,26,DNF,0
NC,6,Juan Pablo Montoya,Williams BMW,24,DNF,0
NC,1,Michael Schumacher,Ferrari,23,DNF,0
NC,23,Luciano Burti,Prost Acer,23,DNF,0
NC,17,Kimi Räikkönen,Sauber Petronas,16,DNF,0
NC,18,Eddie Irvine,Jaguar Cosworth,16,DNF,0
NC,3,Mika Hakkinen,McLaren Mercedes,13,DNF,0
NC,11,Ricardo Zonta,Jordan Honda,7,DNF,0
NC,16,Nick Heidfeld,Sauber Petronas,0,DNF,0
NC,19,Pedro de la Rosa,Jaguar Cosworth,0,DNF,0
