POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,67,1:29:42.724,10
2,6,Juan Pablo Montoya,Williams BMW,67,+4.217s,6
3,4,David Coulthard,McLaren Mercedes,67,+24.993s,4
4,5,Ralf Schumacher,Williams BMW,67,+33.345s,3
5,2,Rubens Barrichello,Ferrari,67,+45.495s,2
6,3,Mika Hakkinen,McLaren Mercedes,67,+64.868s,1
7,18,Eddie Irvine,Jaguar Cosworth,67,+66.198s,0
8,19,Pedro de la Rosa,Jaguar Cosworth,66,+1 lap,0
9,10,Jacques Villeneuve,BAR Honda,66,+1 lap,0
10,17,Kimi Räikkönen,Sauber Petronas,66,+1 lap,0
11,7,Giancarlo Fisichella,Benetton Renault,66,+1 lap,0
12,23,Luciano Burti,Prost Acer,65,+2 laps,0
13,8,Jenson Button,Benetton Renault,65,+2 laps,0
14,21,Fernando Alonso,Minardi European,65,+2 laps,0
15,22,Jean Alesi,Prost Acer,64,DNF,0
NC,14,Jos Verstappen,Arrows Asiatech,58,DNF,0
NC,16,Nick Heidfeld,Sauber Petronas,54,DNF,0
NC,11,Heinz-Harald Frentzen,Jordan Honda,48,DNF,0
NC,12,Jarno Trulli,Jordan Honda,44,DNF,0
NC,15,Enrique Bernoldi,Arrows Asiatech,29,DNF,0
NC,9,Olivier Panis,BAR Honda,23,DNF,0
NC,20,Tarso Marques,Minardi European,7,DNF,0
