GRAND PRIX,DATE,CAR,RACE POSITION,PTS
United States,10 Mar 1991,Benetton Ford,3,4
Brazil,24 Mar 1991,Benetton Ford,5,2
San Marino,28 Apr 1991,Benetton Ford,DNF,0
Canada,02 Jun 1991,Benetton Ford,1,10
Mexico,16 Jun 1991,Benetton Ford,DNF,0
France,07 Jul 1991,Benetton Ford,8,0
Great Britain,14 Jul 1991,Benetton Ford,5,2
Germany,28 Jul 1991,Benetton Ford,DNF,0
Hungary,11 Aug 1991,Benetton Ford,DNF,0
Belgium,25 Aug 1991,Benetton Ford,3,4
Italy,08 Sep 1991,Benetton Ford,6,1
Portugal,22 Sep 1991,Benetton Ford,5,2
Spain,29 Sep 1991,Benetton Ford,11,0
Japan,20 Oct 1991,Benetton Ford,7,0
Australia,03 Nov 1991,Benetton Ford,4,1.5
