POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Graham Hill,Lotus Ford,80,1:56:59.400,9
2,16,Piers Courage,Brabham Ford,80,+17.300s,6
3,9,Jo Siffert,Lotus Ford,80,+34.600s,4
4,2,Richard Attwood,Lotus Ford,80,+52.900s,3
5,4,Bruce McLaren,McLaren Ford,79,+1 lap,2
6,3,Denny Hulme,McLaren Ford,78,+2 laps,1
7,12,Vic Elford,Cooper Maserati,74,+6 laps,0
NC,6,Jacky Ickx,Brabham Ford,48,DNF,0
NC,7,Jackie Stewart,Matra Ford,22,DNF,0
NC,8,Jean-Pierre Beltoise,Matra Ford,20,DNF,0
NC,11,Chris Amon,Ferrari,16,DNF,0
NC,10,Pedro Rodriguez,BRM,15,DNF,0
NC,17,Silvio Moser,Brabham Ford,15,DNF,0
NC,14,John Surtees,BRM,9,DNF,0
NC,5,Jack Brabham,Brabham Ford,9,DNF,0
NC,15,Jackie Oliver,BRM,0,DNF,0
