POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,2,Jackie Stewart,Matra Ford,38,1:56:47.400,9
2,7,Jean-Pierre Beltoise,Matra Ford,38,+57.100s,6
3,11,Jacky Ickx,Brabham Ford,38,+57.300s,4
4,5,Bruce McLaren,McLaren Ford,37,+1 lap,3
5,10,Vic Elford,McLaren Ford,37,+1 lap,2
6,1,Graham Hill,Lotus Ford,37,+1 lap,1
7,12,Silvio Moser,Brabham Ford,36,+2 laps,0
8,4,Denny Hulme,McLaren Ford,35,+3 laps,0
9,3,Jo Siffert,Lotus Ford,34,+4 laps,0
NC,6,Chris Amon,Ferrari,30,DNF,0
NC,15,Jochen Rindt,Lotus Ford,22,DNF,0
NC,9,Piers Courage,Brabham Ford,21,DNF,0
NC,14,John Miles,Lotus Ford,1,DNF,0
