POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,58,1:35:36.792,10
2,6,Juan Pablo Montoya,Williams BMW,58,+18.628s,6
3,4,Kimi Räikkönen,McLaren Mercedes,58,+25.067s,4
4,16,Eddie Irvine,Jaguar Cosworth,57,+1 lap,3
5,23,Mark Webber,Minardi Asiatech,56,+2 laps,2
6,24,Mika Salo,Toyota,56,+2 laps,1
7,22,Alex Yoong,Minardi Asiatech,55,+3 laps,0
8,17,Pedro de la Rosa,Jaguar Cosworth,53,+5 laps,0
NC,3,David Coulthard,McLaren Mercedes,33,DNF,0
NC,11,Jacques Villeneuve,BAR Honda,27,DNF,0
NC,10,Takuma Sato,Jordan Honda,12,DNF,0
NC,14,Jarno Trulli,Renault,8,DNF,0
NC,2,Rubens Barrichello,Ferrari,0,DNF,0
NC,5,Ralf Schumacher,Williams BMW,0,DNF,0
NC,9,Giancarlo Fisichella,Jordan Honda,0,DNF,0
NC,8,Felipe Massa,Sauber Petronas,0,DNF,0
NC,7,Nick Heidfeld,Sauber Petronas,0,DNF,0
NC,15,Jenson Button,Renault,0,DNF,0
NC,12,Olivier Panis,BAR Honda,0,DNF,0
NC,25,Allan McNish,Toyota,0,DNF,0
