POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,65,1:30:29.981,10
2,6,Juan Pablo Montoya,Williams BMW,65,+35.630s,6
3,3,David Coulthard,McLaren Mercedes,65,+42.623s,4
4,7,Nick Heidfeld,Sauber Petronas,65,+66.697s,3
5,8,Felipe Massa,Sauber Petronas,65,+78.973s,2
6,20,Heinz-Harald Frentzen,Arrows Cosworth,65,+80.430s,1
7,11,Jacques Villeneuve,BAR Honda,64,+1 lap,0
8,25,Allan McNish,Toyota,64,+1 lap,0
9,24,Mika Salo,Toyota,64,+1 lap,0
10,14,Jarno Trulli,Renault,63,DNF,0
11,5,Ralf Schumacher,Williams BMW,63,DNF,0
12,15,Jenson Button,Renault,60,DNF,0
NC,12,Olivier Panis,BAR Honda,43,DNF,0
NC,16,Eddie Irvine,Jaguar Cosworth,41,DNF,0
NC,21,Enrique Bernoldi,Arrows Cosworth,40,DNF,0
NC,10,Takuma Sato,Jordan Honda,10,DNF,0
NC,9,Giancarlo Fisichella,Jordan Honda,5,DNF,0
NC,4,Kimi Räikkönen,McLaren Mercedes,4,DNF,0
NC,17,Pedro de la Rosa,Jaguar Cosworth,2,DNF,0
NC,2,Rubens Barrichello,Ferrari,0,DNF,0
