POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,71,1:31:43.663,10
2,5,Ralf Schumacher,Williams BMW,71,+0.588s,6
3,3,David Coulthard,McLaren Mercedes,71,+59.109s,4
4,15,Jenson Button,Renault,71,+66.883s,3
5,6,Juan Pablo Montoya,Williams BMW,71,+67.563s,2
6,24,Mika Salo,Toyota,70,+1 lap,1
7,16,Eddie Irvine,Jaguar Cosworth,70,+1 lap,0
8,17,Pedro de la Rosa,Jaguar Cosworth,70,+1 lap,0
9,10,Takuma Sato,Jordan Honda,69,+2 laps,0
10,11,Jacques Villeneuve,BAR Honda,68,DNF,0
11,23,Mark Webber,Minardi Asiatech,68,+3 laps,0
12,4,Kimi Räikkönen,McLaren Mercedes,67,DNF,0
13,22,Alex Yoong,Minardi Asiatech,67,+4 laps,0
NC,7,Nick Heidfeld,Sauber Petronas,61,DNF,0
NC,14,Jarno Trulli,Renault,60,DNF,0
NC,8,Felipe Massa,Sauber Petronas,41,DNF,0
NC,25,Allan McNish,Toyota,40,DNF,0
NC,12,Olivier Panis,BAR Honda,25,DNF,0
NC,20,Heinz-Harald Frentzen,Arrows Cosworth,25,DNF,0
NC,21,Enrique Bernoldi,Arrows Cosworth,19,DNF,0
NC,2,Rubens Barrichello,Ferrari,16,DNF,0
NC,9,Giancarlo Fisichella,Jordan Honda,6,DNF,0
