POS,NO,DRIVER,CAR,LAPS,TIME/RETIRED,PTS
1,1,Michael Schumacher,Ferrari,72,1:32:09.837,10
2,4,Kimi Räikkönen,McLaren Mercedes,72,+1.105s,6
3,3,David Coulthard,McLaren Mercedes,72,+31.976s,4
4,6,Juan Pablo Montoya,Williams BMW,72,+40.676s,3
5,5,Ralf Schumacher,Williams BMW,72,+41.773s,2
6,15,Jenson Button,Renault,71,+1 lap,1
7,7,Nick Heidfeld,Sauber Petronas,71,+1 lap,0
8,23,Mark Webber,Minardi Asiatech,71,+1 lap,0
9,17,Pedro de la Rosa,Jaguar Cosworth,70,+2 laps,0
10,22,Alex Yoong,Minardi Asiatech,68,+4 laps,0
11,25,Allan McNish,Toyota,65,DNF,0
NC,16,Eddie Irvine,Jaguar Cosworth,52,DNF,0
NC,14,Jarno Trulli,Renault,49,DNF,0
NC,8,Felipe Massa,Sauber Petronas,48,DNF,0
NC,24,Mika Salo,Toyota,48,DNF,0
NC,11,Jacques Villeneuve,BAR Honda,35,DNF,0
NC,12,Olivier Panis,BAR Honda,29,DNF,0
NC,10,Takuma Sato,Jordan Honda,23,DNF,0
NC,2,Rubens Barrichello,Ferrari,,DNS,0
